Date,Category,Year,Month,Day,IsHoliday,PredictedOrderQuantity
2024-03-22,Chair,2024,3,22,0,25.407851031321623
2024-03-22,Sofa,2024,3,22,0,24.349626697837767
2024-03-22,Cabinet,2024,3,22,0,21.186613097852874
2024-03-22,Bed,2024,3,22,0,22.204847310654603
2024-03-22,Desk,2024,3,22,0,22.601246759664964
2024-03-23,Table,2024,3,23,1,23.968453406385294
2024-03-23,Chair,2024,3,23,1,27.693104662698417
2024-03-23,Sofa,2024,3,23,1,25.43569239718614
2024-03-23,Cabinet,2024,3,23,1,21.312050198624906
2024-03-23,Bed,2024,3,23,1,22.93933221245542
2024-03-23,Desk,2024,3,23,1,22.19966366084852
2024-03-24,Table,2024,3,24,1,23.98618988365802
2024-03-24,Chair,2024,3,24,1,27.719985119047625
2024-03-24,Sofa,2024,3,24,1,24.727868217893214
2024-03-24,Cabinet,2024,3,24,1,21.296138174815383
2024-03-24,Bed,2024,3,24,1,23.000077207044168
2024-03-24,Desk,2024,3,24,1,22.270508134603926
2024-03-25,Table,2024,3,25,0,22.880517568065144
2024-03-25,Chair,2024,3,25,0,26.098266414141417
2024-03-25,Sofa,2024,3,25,0,23.504878658841175
2024-03-25,Cabinet,2024,3,25,0,21.156892507726198
2024-03-25,Bed,2024,3,25,0,22.173004110595926
2024-03-25,Desk,2024,3,25,0,22.455289256817586
2024-03-26,Table,2024,3,26,0,23.08785987649596
2024-03-26,Chair,2024,3,26,0,25.54121085858586
2024-03-26,Sofa,2024,3,26,0,23.60574889693641
2024-03-26,Cabinet,2024,3,26,0,21.1598198093135
2024-03-26,Bed,2024,3,26,0,22.222891448258267
2024-03-26,Desk,2024,3,26,0,22.43813177761378
2024-03-27,Table,2024,3,27,0,22.91636521830693
2024-03-27,Chair,2024,3,27,0,25.30825049603175
2024-03-27,Sofa,2024,3,27,0,23.6960079878455
2024-03-27,Cabinet,2024,3,27,0,21.140323420424608
2024-03-27,Bed,2024,3,27,0,22.25861704349636
2024-03-27,Desk,2024,3,27,0,22.437044872851875
2024-03-28,Table,2024,3,28,0,22.748646657700874
2024-03-28,Chair,2024,3,28,0,25.388033531746043
2024-03-28,Sofa,2024,3,28,0,23.930874383949398
2024-03-28,Cabinet,2024,3,28,0,21.085625619336803
2024-03-28,Bed,2024,3,28,0,22.067738886828145
2024-03-28,Desk,2024,3,28,0,22.41436657559358
2024-03-29,Table,2024,3,29,0,22.47932029406451
2024-03-29,Chair,2024,3,29,0,25.21239274891776
2024-03-29,Sofa,2024,3,29,0,23.866909304584325
2024-03-29,Cabinet,2024,3,29,0,21.1479639129876
2024-03-29,Bed,2024,3,29,0,21.85461642969098
2024-03-29,Desk,2024,3,29,0,22.437841738244146
2024-03-30,Table,2024,3,30,1,24.10429309523811
2024-03-30,Chair,2024,3,30,1,29.342611111111115
2024-03-30,Sofa,2024,3,30,1,24.840299242424244
2024-03-30,Cabinet,2024,3,30,1,21.301930238095235
2024-03-30,Bed,2024,3,30,1,22.730233099901316
2024-03-30,Desk,2024,3,30,1,22.16308410568146
2024-03-31,Table,2024,3,31,1,23.877897380952394
2024-03-31,Chair,2024,3,31,1,29.886411706349207
2024-03-31,Sofa,2024,3,31,1,24.575582337662333
2024-03-31,Cabinet,2024,3,31,1,21.224276904761897
2024-03-31,Bed,2024,3,31,1,22.742861433234648
2024-03-31,Desk,2024,3,31,1,22.119750474729077
2024-04-01,Table,2024,4,1,0,23.931121562613985
2024-04-01,Chair,2024,4,1,0,28.710468323343324
2024-04-01,Sofa,2024,4,1,0,25.300211034104787
2024-04-01,Cabinet,2024,4,1,0,21.072384298959978
2024-04-01,Bed,2024,4,1,0,22.30380259327705
2024-04-01,Desk,2024,4,1,0,22.41455307462588
2024-04-02,Table,2024,4,2,0,23.87186688626303
2024-04-02,Chair,2024,4,2,0,29.830050213675204
2024-04-02,Sofa,2024,4,2,0,25.331544703213456
2024-04-02,Cabinet,2024,4,2,0,21.079422037055213
2024-04-02,Bed,2024,4,2,0,22.28922719645165
2024-04-02,Desk,2024,4,2,0,22.404345931768734
2024-04-03,Table,2024,4,3,0,23.860180609206754
2024-04-03,Chair,2024,4,3,0,29.584235729548222
2024-04-03,Sofa,2024,4,3,0,25.1330656447719
2024-04-03,Cabinet,2024,4,3,0,21.122363108483786
2024-04-03,Bed,2024,4,3,0,22.23361228844299
2024-04-03,Desk,2024,4,3,0,22.385827925816347
2024-04-04,Table,2024,4,4,0,24.119754783710412
2024-04-04,Chair,2024,4,4,0,28.28335874542124
2024-04-04,Sofa,2024,4,4,0,24.623553938422695
2024-04-04,Cabinet,2024,4,4,0,21.1551717195949
2024-04-04,Bed,2024,4,4,0,22.36077344771799
2024-04-04,Desk,2024,4,4,0,22.566491307327315
2024-04-05,Table,2024,4,5,0,24.28192514085327
2024-04-05,Chair,2024,4,5,0,28.256992673992674
2024-04-05,Sofa,2024,4,5,0,23.99690991369742
2024-04-05,Cabinet,2024,4,5,0,21.19732682782001
2024-04-05,Bed,2024,4,5,0,22.399451437006938
2024-04-05,Desk,2024,4,5,0,22.7178798016455
2024-04-06,Table,2024,4,6,1,24.076134089466564
2024-04-06,Chair,2024,4,6,1,31.717386904761906
2024-04-06,Sofa,2024,4,6,1,25.58350701659453
2024-04-06,Cabinet,2024,4,6,1,21.220425415140415
2024-04-06,Bed,2024,4,6,1,23.213062919941905
2024-04-06,Desk,2024,4,6,1,22.43596115652117
2024-04-07,Table,2024,4,7,1,24.18932792875229
2024-04-07,Chair,2024,4,7,1,31.660836309523816
2024-04-07,Sofa,2024,4,7,1,26.05694193722945
2024-04-07,Cabinet,2024,4,7,1,21.225299224664223
2024-04-07,Bed,2024,4,7,1,23.279185810081653
2024-04-07,Desk,2024,4,7,1,22.57207737675927
2024-04-08,Table,2024,4,8,0,23.34920120305558
2024-04-08,Chair,2024,4,8,0,25.872365845959603
2024-04-08,Sofa,2024,4,8,0,23.79183975191475
2024-04-08,Cabinet,2024,4,8,0,21.201970676705045
2024-04-08,Bed,2024,4,8,0,22.577763399895588
2024-04-08,Desk,2024,4,8,0,22.701844347913056
2024-04-09,Table,2024,4,9,0,23.09859840543653
2024-04-09,Chair,2024,4,9,0,25.610512671356425
2024-04-09,Sofa,2024,4,9,0,23.22896163836164
2024-04-09,Cabinet,2024,4,9,0,21.23676956559393
2024-04-09,Bed,2024,4,9,0,22.58093278388997
2024-04-09,Desk,2024,4,9,0,22.426712151890232
2024-04-10,Table,2024,4,10,0,23.036415072103196
2024-04-10,Chair,2024,4,10,0,25.802910037878792
2024-04-10,Sofa,2024,4,10,0,23.19148425740926
2024-04-10,Cabinet,2024,4,10,0,21.198588397245363
2024-04-10,Bed,2024,4,10,0,22.570873767978984
2024-04-10,Desk,2024,4,10,0,22.529920619306196
2024-04-11,Table,2024,4,11,0,23.358241806410557
2024-04-11,Chair,2024,4,11,0,26.012906069624822
2024-04-11,Sofa,2024,4,11,0,23.44343062978688
2024-04-11,Cabinet,2024,4,11,0,21.231688692111316
2024-04-11,Bed,2024,4,11,0,22.599415434645653
2024-04-11,Desk,2024,4,11,0,22.5501825240681
2024-04-12,Table,2024,4,12,0,23.589544980458726
2024-04-12,Chair,2024,4,12,0,25.828709641053393
2024-04-12,Sofa,2024,4,12,0,23.39963420121545
2024-04-12,Cabinet,2024,4,12,0,21.27519346178609
2024-04-12,Bed,2024,4,12,0,22.596124364114043
2024-04-12,Desk,2024,4,12,0,22.661914288077465
2024-04-13,Table,2024,4,13,1,24.567542154942775
2024-04-13,Chair,2024,4,13,1,33.213514880952374
2024-04-13,Sofa,2024,4,13,1,26.518844009462764
2024-04-13,Cabinet,2024,4,13,1,21.274999481373897
2024-04-13,Bed,2024,4,13,1,23.238631485023035
2024-04-13,Desk,2024,4,13,1,22.53529433522207
2024-04-14,Table,2024,4,14,1,24.296766662518525
2024-04-14,Chair,2024,4,14,1,33.07774702380952
2024-04-14,Sofa,2024,4,14,1,25.650867521367523
2024-04-14,Cabinet,2024,4,14,1,21.401478648040566
2024-04-14,Bed,2024,4,14,1,23.085477034265455
2024-04-14,Desk,2024,4,14,1,22.441839813441767
2024-04-15,Table,2024,4,15,0,23.60735071381672
2024-04-15,Chair,2024,4,15,0,26.475004825036066
2024-04-15,Sofa,2024,4,15,0,23.70089919066441
2024-04-15,Cabinet,2024,4,15,0,21.161733804649213
2024-04-15,Bed,2024,4,15,0,22.58878951976463
2024-04-15,Desk,2024,4,15,0,22.826235381307157
2024-04-16,Table,2024,4,16,0,23.614968342021847
2024-04-16,Chair,2024,4,16,0,25.731373872655112
2024-04-16,Sofa,2024,4,16,0,24.52304843489844
2024-04-16,Cabinet,2024,4,16,0,21.196067837005742
2024-04-16,Bed,2024,4,16,0,22.457146607978707
2024-04-16,Desk,2024,4,16,0,22.620050173077747
2024-04-17,Table,2024,4,17,0,23.467762705408255
2024-04-17,Chair,2024,4,17,0,25.36822478195823
2024-04-17,Sofa,2024,4,17,0,24.623028196803197
2024-04-17,Cabinet,2024,4,17,0,21.165462517456874
2024-04-17,Bed,2024,4,17,0,22.429277670278854
2024-04-17,Desk,2024,4,17,0,22.507930459731877
2024-04-18,Table,2024,4,18,0,23.355692428908437
2024-04-18,Chair,2024,4,18,0,25.781426170847126
2024-04-18,Sofa,2024,4,18,0,24.597322298534795
2024-04-18,Cabinet,2024,4,18,0,21.22255148571084
2024-04-18,Bed,2024,4,18,0,22.419351671062554
2024-04-18,Desk,2024,4,18,0,22.50483670973188
2024-04-19,Table,2024,4,19,0,23.26735895425809
2024-04-19,Chair,2024,4,19,0,25.943153849418554
2024-04-19,Sofa,2024,4,19,0,24.21339557226399
2024-04-19,Cabinet,2024,4,19,0,21.245767550136616
2024-04-19,Bed,2024,4,19,0,22.422778709848718
2024-04-19,Desk,2024,4,19,0,22.574655175794543
2024-04-20,Table,2024,4,20,1,24.37516845566688
2024-04-20,Chair,2024,4,20,1,29.35982971521942
2024-04-20,Sofa,2024,4,20,1,26.510844803113557
2024-04-20,Cabinet,2024,4,20,1,21.223453901727368
2024-04-20,Bed,2024,4,20,1,23.12449022182716
2024-04-20,Desk,2024,4,20,1,22.28716090911488
2024-04-21,Table,2024,4,21,1,24.471669705666883
2024-04-21,Chair,2024,4,21,1,27.496579715219426
2024-04-21,Sofa,2024,4,21,1,25.789611469780215
2024-04-21,Cabinet,2024,4,21,1,21.250727473155933
2024-04-21,Bed,2024,4,21,1,23.096372364684303
2024-04-21,Desk,2024,4,21,1,22.367519044035518
2024-04-22,Table,2024,4,22,0,22.88229178002449
2024-04-22,Chair,2024,4,22,0,26.739372599418548
2024-04-22,Sofa,2024,4,22,0,24.350158286632965
2024-04-22,Cabinet,2024,4,22,0,21.284020113484658
2024-04-22,Bed,2024,4,22,0,22.140831305334697
2024-04-22,Desk,2024,4,22,0,22.91297929102539
2024-04-23,Table,2024,4,23,0,22.94986365346277
2024-04-23,Chair,2024,4,23,0,25.45743969898565
2024-04-23,Sofa,2024,4,23,0,24.49608685806153
2024-04-23,Cabinet,2024,4,23,0,21.232050831100374
2024-04-23,Bed,2024,4,23,0,22.10344250735968
2024-04-23,Desk,2024,4,23,0,22.661748389035115
2024-04-24,Table,2024,4,24,0,23.260802984992356
2024-04-24,Chair,2024,4,24,0,26.233778984699935
2024-04-24,Sofa,2024,4,24,0,24.490940727109145
2024-04-24,Cabinet,2024,4,24,0,21.185005399171185
2024-04-24,Bed,2024,4,24,0,22.181030493304657
2024-04-24,Desk,2024,4,24,0,22.768870587642432
2024-04-25,Table,2024,4,25,0,23.532298253245443
2024-04-25,Chair,2024,4,25,0,25.907403984699936
2024-04-25,Sofa,2024,4,25,0,24.02863365800866
2024-04-25,Cabinet,2024,4,25,0,21.129129206262782
2024-04-25,Bed,2024,4,25,0,22.358325234985397
2024-04-25,Desk,2024,4,25,0,22.693896657926313
2024-04-26,Table,2024,4,26,0,23.773513512371963
2024-04-26,Chair,2024,4,26,0,25.70688576680672
2024-04-26,Sofa,2024,4,26,0,23.77324318181818
2024-04-26,Cabinet,2024,4,26,0,21.13797626975484
2024-04-26,Bed,2024,4,26,0,22.41185721550487
2024-04-26,Desk,2024,4,26,0,22.742335691115343
2024-04-27,Table,2024,4,27,1,24.552390299225625
2024-04-27,Chair,2024,4,27,1,27.095577731092433
2024-04-27,Sofa,2024,4,27,1,23.987734722222214
2024-04-27,Cabinet,2024,4,27,1,21.212343876262615
2024-04-27,Bed,2024,4,27,1,23.13202823149978
2024-04-27,Desk,2024,4,27,1,22.352188262880908
2024-04-28,Table,2024,4,28,1,24.68804294803515
2024-04-28,Chair,2024,4,28,1,27.210617909663867
2024-04-28,Sofa,2024,4,28,1,24.390943560606058
2024-04-28,Cabinet,2024,4,28,1,21.25265438492064
2024-04-28,Bed,2024,4,28,1,23.023511882293427
2024-04-28,Desk,2024,4,28,1,22.323601920093797
2024-04-29,Table,2024,4,29,0,22.652475440777522
2024-04-29,Chair,2024,4,29,0,25.135022175536893
2024-04-29,Sofa,2024,4,29,0,25.519128246753255
2024-04-29,Cabinet,2024,4,29,0,21.0956240994493
2024-04-29,Bed,2024,4,29,0,21.968527299239653
2024-04-29,Desk,2024,4,29,0,22.97889471503668
2024-04-30,Table,2024,4,30,0,23.4342580080653
2024-04-30,Chair,2024,4,30,0,24.87208061709533
2024-04-30,Sofa,2024,4,30,0,25.58926713564214
2024-04-30,Cabinet,2024,4,30,0,21.074597084669705
2024-04-30,Bed,2024,4,30,0,22.035776093007154
2024-04-30,Desk,2024,4,30,0,22.986952008637683
2024-05-01,Table,2024,5,1,0,24.530772129713668
2024-05-01,Chair,2024,5,1,0,28.394461940836944
2024-05-01,Sofa,2024,5,1,0,26.29556785714285
2024-05-01,Cabinet,2024,5,1,0,21.18162833333333
2024-05-01,Bed,2024,5,1,0,22.518433748154635
2024-05-01,Desk,2024,5,1,0,22.89333925103534
2024-05-02,Table,2024,5,2,0,24.615727963046997
2024-05-02,Chair,2024,5,2,0,28.85720202020202
2024-05-02,Sofa,2024,5,2,0,26.481114285714284
2024-05-02,Cabinet,2024,5,2,0,21.149273571428566
2024-05-02,Bed,2024,5,2,0,22.5125549899847
2024-05-02,Desk,2024,5,2,0,22.936285878019472
2024-05-03,Table,2024,5,3,0,24.965381978198508
2024-05-03,Chair,2024,5,3,0,29.01168019480519
2024-05-03,Sofa,2024,5,3,0,26.721035714285712
2024-05-03,Cabinet,2024,5,3,0,21.22476976190476
2024-05-03,Bed,2024,5,3,0,22.49551939474661
2024-05-03,Desk,2024,5,3,0,22.99216167750593
2024-05-04,Table,2024,5,4,1,25.413121289682543
2024-05-04,Chair,2024,5,4,1,33.53633779761905
2024-05-04,Sofa,2024,5,4,1,27.603020287698428
2024-05-04,Cabinet,2024,5,4,1,21.211674404761908
2024-05-04,Bed,2024,5,4,1,22.79816982031449
2024-05-04,Desk,2024,5,4,1,23.631302901785716
2024-05-05,Table,2024,5,5,1,25.59779581349207
2024-05-05,Chair,2024,5,5,1,33.85950595238096
2024-05-05,Sofa,2024,5,5,1,27.735656845238104
2024-05-05,Cabinet,2024,5,5,1,21.249522738095248
2024-05-05,Bed,2024,5,5,1,22.83870092150497
2024-05-05,Desk,2024,5,5,1,23.70933087797619
2024-05-06,Table,2024,5,6,0,23.562274491114966
2024-05-06,Chair,2024,5,6,0,25.482313311688305
2024-05-06,Sofa,2024,5,6,0,25.679640295815293
2024-05-06,Cabinet,2024,5,6,0,21.435681366966364
2024-05-06,Bed,2024,5,6,0,22.45505888772446
2024-05-06,Desk,2024,5,6,0,23.481597794340477
2024-05-07,Table,2024,5,7,0,23.143635741114952
2024-05-07,Chair,2024,5,7,0,26.949170454545452
2024-05-07,Sofa,2024,5,7,0,25.62630974025974
2024-05-07,Cabinet,2024,5,7,0,21.448340890775885
2024-05-07,Bed,2024,5,7,0,22.61508145915148
2024-05-07,Desk,2024,5,7,0,23.275507215588735
2024-05-08,Table,2024,5,8,0,22.870292856499567
2024-05-08,Chair,2024,5,8,0,27.215146645021647
2024-05-08,Sofa,2024,5,8,0,25.491731168831166
2024-05-08,Cabinet,2024,5,8,0,21.404803986013984
2024-05-08,Bed,2024,5,8,0,22.637954078199094
2024-05-08,Desk,2024,5,8,0,23.223987735069258
2024-05-09,Table,2024,5,9,0,22.625913312848773
2024-05-09,Chair,2024,5,9,0,27.05472402597403
2024-05-09,Sofa,2024,5,9,0,25.19853474025974
2024-05-09,Cabinet,2024,5,9,0,21.403044830169826
2024-05-09,Bed,2024,5,9,0,22.64209317464187
2024-05-09,Desk,2024,5,9,0,23.09507403279931
2024-05-10,Table,2024,5,10,0,22.513130812848782
2024-05-10,Chair,2024,5,10,0,27.13665854978355
2024-05-10,Sofa,2024,5,10,0,25.165691287878786
2024-05-10,Cabinet,2024,5,10,0,21.39439197302697
2024-05-10,Bed,2024,5,10,0,22.658377725982344
2024-05-10,Desk,2024,5,10,0,23.17459944878957
2024-05-11,Table,2024,5,11,1,26.5717991765873
2024-05-11,Chair,2024,5,11,1,34.1223005952381
2024-05-11,Sofa,2024,5,11,1,28.46645019841271
2024-05-11,Cabinet,2024,5,11,1,21.320769534632042
2024-05-11,Bed,2024,5,11,1,22.785695238452636
2024-05-11,Desk,2024,5,11,1,23.684751866102648
2024-05-12,Table,2024,5,12,1,26.539677390873017
2024-05-12,Chair,2024,5,12,1,34.332127976190485
2024-05-12,Sofa,2024,5,12,1,28.13180466269843
2024-05-12,Cabinet,2024,5,12,1,21.312104891774897
2024-05-12,Bed,2024,5,12,1,22.761807738452635
2024-05-12,Desk,2024,5,12,1,23.70099405360265
2024-05-13,Table,2024,5,13,0,22.690964194018175
2024-05-13,Chair,2024,5,13,0,28.268557359307362
2024-05-13,Sofa,2024,5,13,0,24.646910714285713
2024-05-13,Cabinet,2024,5,13,0,21.386499685314675
2024-05-13,Bed,2024,5,13,0,22.735197693514817
2024-05-13,Desk,2024,5,13,0,23.06698245950491
2024-05-14,Table,2024,5,14,0,22.996287026602253
2024-05-14,Chair,2024,5,14,0,28.096200216450214
2024-05-14,Sofa,2024,5,14,0,24.230347619047624
2024-05-14,Cabinet,2024,5,14,0,21.396291709124203
2024-05-14,Bed,2024,5,14,0,22.859326817199094
2024-05-14,Desk,2024,5,14,0,23.00944105325491
2024-05-15,Table,2024,5,15,0,23.018720388173634
2024-05-15,Chair,2024,5,15,0,28.198194264069265
2024-05-15,Sofa,2024,5,15,0,23.893885064935066
2024-05-15,Cabinet,2024,5,15,0,21.36081259466024
2024-05-15,Bed,2024,5,15,0,22.87055835129
2024-05-15,Desk,2024,5,15,0,23.036427030819013
2024-05-16,Table,2024,5,16,0,22.989604881680126
2024-05-16,Chair,2024,5,16,0,27.41790854978355
2024-05-16,Sofa,2024,5,16,0,23.76088744588744
2024-05-16,Cabinet,2024,5,16,0,21.33742866608881
2024-05-16,Bed,2024,5,16,0,22.843884421275572
2024-05-16,Desk,2024,5,16,0,22.572160583287967
2024-05-17,Table,2024,5,17,0,22.87362364982844
2024-05-17,Chair,2024,5,17,0,26.296119047619044
2024-05-17,Sofa,2024,5,17,0,23.664369588744584
2024-05-17,Cabinet,2024,5,17,0,21.30741866608881
2024-05-17,Bed,2024,5,17,0,22.828076362065044
2024-05-17,Desk,2024,5,17,0,22.400684944617428
2024-05-18,Table,2024,5,18,1,25.659240625
2024-05-18,Chair,2024,5,18,1,33.73038095238096
2024-05-18,Sofa,2024,5,18,1,26.99221904761906
2024-05-18,Cabinet,2024,5,18,1,21.289980654761916
2024-05-18,Bed,2024,5,18,1,22.500165834924868
2024-05-18,Desk,2024,5,18,1,23.48169107403013
2024-05-19,Table,2024,5,19,1,25.674942361111107
2024-05-19,Chair,2024,5,19,1,33.12897023809524
2024-05-19,Sofa,2024,5,19,1,27.646152976190482
2024-05-19,Cabinet,2024,5,19,1,21.305866964285723
2024-05-19,Bed,2024,5,19,1,22.523173523416936
2024-05-19,Desk,2024,5,19,1,23.453556401411088
2024-05-20,Table,2024,5,20,0,23.38461334715742
2024-05-20,Chair,2024,5,20,0,28.28137797619048
2024-05-20,Sofa,2024,5,20,0,27.721550297619046
2024-05-20,Cabinet,2024,5,20,0,21.332770250337894
2024-05-20,Bed,2024,5,20,0,22.826009705972723
2024-05-20,Desk,2024,5,20,0,22.99358639228979
2024-05-21,Table,2024,5,21,0,23.40984108414266
2024-05-21,Chair,2024,5,21,0,27.930566468253968
2024-05-21,Sofa,2024,5,21,0,28.180059821428582
2024-05-21,Cabinet,2024,5,21,0,21.26156273951538
2024-05-21,Bed,2024,5,21,0,22.75311097953984
2024-05-21,Desk,2024,5,21,0,22.876235053004073
2024-05-22,Table,2024,5,22,0,23.73390902065059
2024-05-22,Chair,2024,5,22,0,28.191739087301595
2024-05-22,Sofa,2024,5,22,0,28.23465819805196
2024-05-22,Cabinet,2024,5,22,0,21.25208228496993
2024-05-22,Bed,2024,5,22,0,22.709127456685888
2024-05-22,Desk,2024,5,22,0,22.9009554159073
2024-05-23,Table,2024,5,23,0,23.834852379236445
2024-05-23,Chair,2024,5,23,0,28.66678273809525
2024-05-23,Sofa,2024,5,23,0,28.160332007575768
2024-05-23,Cabinet,2024,5,23,0,21.27050284774049
2024-05-23,Bed,2024,5,23,0,22.665486647862352
2024-05-23,Desk,2024,5,23,0,22.712654225431116
2024-05-24,Table,2024,5,24,0,24.156100056725627
2024-05-24,Chair,2024,5,24,0,29.038372023809526
2024-05-24,Sofa,2024,5,24,0,28.081110975829734
2024-05-24,Cabinet,2024,5,24,0,21.247860347740488
2024-05-24,Bed,2024,5,24,0,22.73634953705649
2024-05-24,Desk,2024,5,24,0,22.73993755876445
2024-05-25,Table,2024,5,25,1,25.309073128132823
2024-05-25,Chair,2024,5,25,1,34.712272817460324
2024-05-25,Sofa,2024,5,25,1,25.858373575036083
2024-05-25,Cabinet,2024,5,25,1,21.39508496753246
2024-05-25,Bed,2024,5,25,1,22.774828429621838
2024-05-25,Desk,2024,5,25,1,23.13537978479853
2024-05-26,Table,2024,5,26,1,25.363535628132826
2024-05-26,Chair,2024,5,26,1,34.6280763888889
2024-05-26,Sofa,2024,5,26,1,26.40425690836942
2024-05-26,Cabinet,2024,5,26,1,21.435642110389598
2024-05-26,Bed,2024,5,26,1,22.896512457399616
2024-05-26,Desk,2024,5,26,1,23.054397641941385
2024-05-27,Table,2024,5,27,0,23.779731162364534
2024-05-27,Chair,2024,5,27,0,30.34745833333334
2024-05-27,Sofa,2024,5,27,0,28.05053478535353
2024-05-27,Cabinet,2024,5,27,0,21.25323987182751
2024-05-27,Bed,2024,5,27,0,23.160912762989902
2024-05-27,Desk,2024,5,27,0,22.485144077072523
2024-05-28,Table,2024,5,28,0,23.34160840054303
2024-05-28,Chair,2024,5,28,0,31.074848214285723
2024-05-28,Sofa,2024,5,28,0,27.82798776154401
2024-05-28,Cabinet,2024,5,28,0,21.262179229691874
2024-05-28,Bed,2024,5,28,0,23.05856547200603
2024-05-28,Desk,2024,5,28,0,22.458368422310624
2024-05-29,Table,2024,5,29,0,23.199363405041463
2024-05-29,Chair,2024,5,29,0,29.69149603174604
2024-05-29,Sofa,2024,5,29,0,27.35092361111111
2024-05-29,Cabinet,2024,5,29,0,21.24517847572362
2024-05-29,Bed,2024,5,29,0,22.817970501913134
2024-05-29,Desk,2024,5,29,0,22.54236962833048
2024-05-30,Table,2024,5,30,0,23.717976976470027
2024-05-30,Chair,2024,5,30,0,29.694287698412708
2024-05-30,Sofa,2024,5,30,0,27.53786805555556
2024-05-30,Cabinet,2024,5,30,0,21.223599801587298
2024-05-30,Bed,2024,5,30,0,22.880070888817887
2024-05-30,Desk,2024,5,30,0,22.616233705711423
2024-05-31,Table,2024,5,31,0,23.505224027335824
2024-05-31,Chair,2024,5,31,0,30.267841269841274
2024-05-31,Sofa,2024,5,31,0,27.362248769841273
2024-05-31,Cabinet,2024,5,31,0,21.18725432539682
2024-05-31,Bed,2024,5,31,0,22.954748886653388
2024-05-31,Desk,2024,5,31,0,22.49533453092788
2024-06-01,Table,2024,6,1,1,36.6617835914086
2024-06-01,Chair,2024,6,1,1,63.16703409090909
2024-06-01,Sofa,2024,6,1,1,49.56660115995116
2024-06-01,Cabinet,2024,6,1,1,21.69686777777778
2024-06-01,Bed,2024,6,1,1,26.35419154595404
2024-06-01,Desk,2024,6,1,1,31.511657151875916
2024-06-02,Table,2024,6,2,1,33.49117715201466
2024-06-02,Chair,2024,6,2,1,63.24924440836941
2024-06-02,Sofa,2024,6,2,1,49.707315445665444
2024-06-02,Cabinet,2024,6,2,1,21.586458650793652
2024-06-02,Bed,2024,6,2,1,26.421380939893435
2024-06-02,Desk,2024,6,2,1,31.65704892676769
2024-06-03,Table,2024,6,3,0,30.896837037962054
2024-06-03,Chair,2024,6,3,0,58.60044291819292
2024-06-03,Sofa,2024,6,3,0,41.673676190476186
2024-06-03,Cabinet,2024,6,3,0,21.90856992063492
2024-06-03,Bed,2024,6,3,0,27.505880952380952
2024-06-03,Desk,2024,6,3,0,24.30692063492064
2024-06-04,Table,2024,6,4,0,30.155070371295384
2024-06-04,Chair,2024,6,4,0,57.85695482295482
2024-06-04,Sofa,2024,6,4,0,41.248095238095246
2024-06-04,Cabinet,2024,6,4,0,21.790196428571427
2024-06-04,Bed,2024,6,4,0,27.067005952380956
2024-06-04,Desk,2024,6,4,0,26.164787698412702
2024-06-05,Table,2024,6,5,0,31.10227632367634
2024-06-05,Chair,2024,6,5,0,58.165720695970705
2024-06-05,Sofa,2024,6,5,0,43.37276190476191
2024-06-05,Cabinet,2024,6,5,0,21.72239642857143
2024-06-05,Bed,2024,6,5,0,27.37123214285715
2024-06-05,Desk,2024,6,5,0,25.9264126984127
2024-06-06,Table,2024,6,6,0,34.91967076812078
2024-06-06,Chair,2024,6,6,0,54.20638095238096
2024-06-06,Sofa,2024,6,6,0,44.465587301587306
2024-06-06,Cabinet,2024,6,6,0,21.598022619047615
2024-06-06,Bed,2024,6,6,0,28.3819384920635
2024-06-06,Desk,2024,6,6,0,26.332375000000003
2024-06-07,Table,2024,6,7,0,36.96283148240648
2024-06-07,Chair,2024,6,7,0,44.46599999999999
2024-06-07,Sofa,2024,6,7,0,43.5663492063492
2024-06-07,Cabinet,2024,6,7,0,21.651274999999995
2024-06-07,Bed,2024,6,7,0,28.90372420634922
2024-06-07,Desk,2024,6,7,0,26.267267857142865
2024-06-08,Table,2024,6,8,1,37.71231643772894
2024-06-08,Chair,2024,6,8,1,67.06101623376622
2024-06-08,Sofa,2024,6,8,1,50.20507655677655
2024-06-08,Cabinet,2024,6,8,1,21.725763888888896
2024-06-08,Bed,2024,6,8,1,27.29114343989344
2024-06-08,Desk,2024,6,8,1,33.59203851010102
2024-06-09,Table,2024,6,9,1,37.498466437728936
2024-06-09,Chair,2024,6,9,1,67.37737337662337
2024-06-09,Sofa,2024,6,9,1,50.7389075091575
2024-06-09,Cabinet,2024,6,9,1,21.730488888888896
2024-06-09,Bed,2024,6,9,1,26.78884343989344
2024-06-09,Desk,2024,6,9,1,33.76772005772007
2024-06-10,Table,2024,6,10,0,34.25106158008659
2024-06-10,Chair,2024,6,10,0,47.498718253968256
2024-06-10,Sofa,2024,6,10,0,41.08573989898991
2024-06-10,Cabinet,2024,6,10,0,22.00468928571428
2024-06-10,Bed,2024,6,10,0,27.600779761904764
2024-06-10,Desk,2024,6,10,0,24.22266765873016
2024-06-11,Table,2024,6,11,0,34.58166991341992
2024-06-11,Chair,2024,6,11,0,45.737164682539685
2024-06-11,Sofa,2024,6,11,0,37.268069264069275
2024-06-11,Cabinet,2024,6,11,0,22.042710805860807
2024-06-11,Bed,2024,6,11,0,28.23173214285714
2024-06-11,Desk,2024,6,11,0,23.996843253968258
2024-06-12,Table,2024,6,12,0,33.97188380230882
2024-06-12,Chair,2024,6,12,0,46.82668849206348
